,text,named_ents,named_ents_nolabel,chunk,compounds,verbs,re_subtree,re_chunk_v_chunk,adj,adj_noun,preps,noun_pre_noun
3529,You ran the State department.,"[('State', 'ORG')]",['State'],"['You', 'the State department']",['State department'],[ran],"('You', 'State department', 'ran')","('You', 'run', 'department')",[],['State department'],[],[]
3530,"$6 billion was either stolen, they don't know.","[('$6 billion', 'MONEY')]",['$6 billion'],['they'],['6 billion'],"[stolen, know]","('', 'they', 'know')","('billion they', 'know', '')",[],[],[],[]
3531,It’s gone.,[],[],['It'],[],[gone],"('', 'It', 'gone')","('It', 'go', '')",[],[],[],[]
3532,$6 billion.,"[('$6 billion', 'MONEY')]",['$6 billion'],[],['6 billion'],[],"('', '', 'billion')","('', 'billion', '')",[],[],[],[]
3533,"If you become president, this country is going to be in some mess.",[],[],"['you', 'president', 'this country', 'some mess']",[],"[become, going, be]","('country', 'mess', 'going')","('you country', 'president go', 'mess')",[],[],[in],[]
3534,Believe me.,[],[],['me'],[],[Believe],"('', 'me', 'Believe')","('', 'believe', 'me')",[],[],[],[]
3535, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3536,"Well, first of all, what he just said about the State Department is not only untrue, it’s been debunked numerous times.","[('first', 'ORDINAL'), ('the State Department', 'ORG')]","['first', 'the State Department']","['what', 'he', 'the State Department', 'it']",['State Department'],"[said, debunked]","('State Department', 'it', 'debunked')","('he said it', 'debunk numerous', 'all what Department')",[numerous],[],"[of, about]",[]
3537,but I think it's really an important issue.,[],[],"['I', 'it', 'an important issue']",[],[think],"('it', '', 'think')","('I it', 'think important issue', '')",[important],[],[],[]
3538,"He raised the 30 years of experience, so let me just talk briefly about that.","[('the 30 years', 'DATE')]",['the 30 years'],"['He', 'the 30 years', 'experience', 'me']",[],"[raised, let, talk]","('me', 'that', 'raised')","('He me', 'raise', 'years experience that')",[],[],"[of, about]",['years of experience']
3539,"You know, back in the 1970s, I worked for the children's defense fund and I was taking on discrimination against African-American kids in schools.","[('the 1970s', 'DATE'), ('African-American', 'NORP')]","['the 1970s', 'African-American']","['You', 'the 1970s', 'I', ""the children's defense fund"", 'I', 'discrimination', 'African-American kids', 'schools']",['defense fund'],"[know, worked, taking]","('I', 'schools', 'worked')","('You I I', 'work african american', '1970s fund discrimination kids schools')","[African, American]","['defense fund', 'American kids']","[in, for, against, in]",['discrimination against American kids']
3540,He was getting sued by the Justice Department for racial discrimination in his apartment buildings.,"[('the Justice Department', 'ORG')]",['the Justice Department'],"['He', 'the Justice Department', 'racial discrimination', 'his apartment buildings']","['Justice Department', 'apartment buildings']",[sued],"('apartment buildings', 'He', 'sued')","('He', 'sue by racial', 'Department discrimination buildings')",[racial],"['racial discrimination', 'apartment buildings']","[for, in]",['racial discrimination in apartment buildings']
3541,"In the 1980s, I was working to reform the schools in Arkansas.","[('the 1980s', 'DATE'), ('Arkansas', 'GPE')]","['the 1980s', 'Arkansas']","['the 1980s', 'I', 'the schools', 'Arkansas']",[],"[working, reform]","('I', 'Arkansas', 'working')","('I', 'work', '1980s schools Arkansas')",[],[],"[In, in]",['schools in Arkansas']
3542,He was borrowing $14 million from his father to start his businesses.,"[('$14 million', 'MONEY')]",['$14 million'],"['He', 'his father', 'his businesses']",['14 million'],"[borrowing, start]","('He', 'businesses', 'borrowing')","('He', 'borrow', 'million father businesses')",[],[],[from],[]
3543,"In the 1990s, I went to Beijing and I said women's rights are human rights.","[('the 1990s', 'DATE'), ('Beijing', 'GPE')]","['the 1990s', 'Beijing']","['the 1990s', 'I', 'Beijing', 'I', ""women's rights"", 'human rights']",[],"[went, said]","('rights', 'Beijing', 'went')","('I I rights', 'go human right', '1990s Beijing')",[human],[],"[In, to]",[]
3544,"He insulted a former Miss Universe, Alicia Machado, and called her an eating machine.","[('Universe', 'PERSON'), ('Alicia Machado', 'PERSON')]","['Universe', 'Alicia Machado']","['He', 'a former Miss Universe', 'Alicia Machado', 'her', 'an eating machine']","['Miss Universe', 'Alicia Machado']","[insulted, called, eating]","('He', 'her', 'insulted')","('He', 'insult former eat', 'Universe her')","[former, eating]",[],[],[]
3545, 		  			 Give me a break.,[],[],"['me', 'a break']",[],[Give],"(' \t\t  \t\t\t ', 'break', 'Give')","('', 'give', 'break')",[],[],[],[]
3546, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3547,"And on the day when I was in the situation room monitoring the raid that brought Osama bin laden to justice, he was hosting The Celebrity Apprentice.","[('Osama bin', 'PERSON'), ('The Celebrity Apprentice', 'WORK_OF_ART')]","['Osama bin', 'The Celebrity Apprentice']","['the day', 'I', 'the situation room', 'the raid', 'Osama bin', 'justice', 'he', 'The Celebrity Apprentice']","['situation room', 'Osama bin', 'Celebrity Apprentice']","[was, monitoring, brought, hosting]","('he', 'Celebrity Apprentice', 'hosting')","('I that he', 'host', 'day room raid bin justice Apprentice')",[],['situation room'],"[on, in, to]",[]
3548,"So I’m happy to compare my 30 years of experience, what I’ve done for this country, trying to help in every way I could, especially kids and families, get ahead and stay ahead, with your thirty years and I'll let the American people make that decision.","[('30 years', 'DATE'), ('thirty years', 'DATE'), ('American', 'NORP')]","['30 years', 'thirty years', 'American']","['I', 'my 30 years', 'experience', 'what', 'I', 'this country', 'every way', 'I', 'especially kids', 'families', 'your thirty years', 'I', 'the American people', 'that decision']",[],"[’m, compare, done, trying, help, get, stay, let, make]","('American people', 'decision', '’m')","('I I I I people', '’m american', 'years experience what country way years decision')",[American],['American people'],"[of, in, with]",['years of experience']
3549, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3550,Well I think I did a much better job.,[],[],"['I', 'I', 'a much better job']",[],"[think, did]","('I', 'better job', 'think')","('I I', 'think well', 'job')",[better],['better job'],[],[]
3551,"I built a massive company, a great company, some of the greatest assets anywhere in the world worth many, many billions of dollars.",[],[],"['I', 'a massive company', 'a great company', 'the greatest assets', 'the world', 'dollars']",[],[built],"('some', 'dollars', 'built')","('I some', 'build massive great great many many', 'company assets world dollars')","[massive, great, greatest, many, many]","['massive company', 'greatest assets']","[of, in, of]","['greatest assets in world', 'many many billions of dollars']"
3552,I started with a $1 million loan.,"[('$1 million', 'MONEY')]",['$1 million'],"['I', 'a $1 million loan']",['1 million'],[started],"('I', 'loan', 'started')","('I', 'start', 'loan')",[],[],[with],[]
3553,I agree with that.,[],[],['I'],[],[agree],"('I', 'that', 'agree')","('I', 'agree', 'that')",[],[],[with],[]
3554,"It's a $1 million loan, but I built a phenomenal company.","[('$1 million', 'MONEY')]",['$1 million'],"['It', 'a $1 million loan', 'I', 'a phenomenal company']",['1 million'],[built],"('I', 'phenomenal company', ""'s"")","('It I', 'be loan phenomenal', 'company')",[phenomenal],['phenomenal company'],[],[]
3555,"And if we could run our country the way I've run my company, we would have a country that would you would be so proud of, you would even be proud of it.",[],[],"['we', 'our country', 'I', 'my company', 'we', 'a country', 'you', 'you', 'it']",[],"[run, run, have, be, be]","('you', 'it', 'be')","('we I we that you you', 'be', 'country company country it')",[],[],"[of, of]",[]
3556,"And frankly, when you look at her real record, take a look at Syria, take a look at the migration, take a look at Libya, take a look at Iraq.","[('Syria', 'GPE'), ('Libya', 'GPE'), ('Iraq', 'GPE')]","['Syria', 'Libya', 'Iraq']","['you', 'her real record', 'a look', 'Syria', 'a look', 'the migration', 'a look', 'Libya', 'a look', 'Iraq']",[],"[look, take, take, take, take]","('you', 'Iraq', 'take')","('you', 'real take', 'record look Syria look migration look Libya look Iraq')",[real],['real record'],"[at, at, at, at, at]","['look at Syria', 'look at migration', 'look at Libya', 'look at Iraq']"
3557,"She gave us ISIS because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because, we should have never been in Iraq, but once we were there, we should have never got out the way they wanted to get out.","[('ISIS', 'ORG'), ('Obama', 'PERSON'), ('Iraq', 'GPE')]","['ISIS', 'Obama', 'Iraq']","['She', 'us', 'ISIS', 'her', 'Obama', 'this huge vacuum', 'a small group', 'that huge vacuum', 'we', 'Iraq', 'we', 'we', 'the way', 'they']",[],"[gave, created, came, been, were, got, wanted, get]","('they', 'way', 'gave')","('She her group we we we they', 'give huge small huge', 'ISIS vacuum vacuum Iraq way')","[huge, small, huge]","['huge vacuum', 'small group', 'huge vacuum']","[out, of, in]",[]
3558,She gave us ISIS as sure as you are sitting there.,"[('ISIS', 'ORG')]",['ISIS'],"['She', 'us', 'ISIS', 'you']",[],"[gave, sitting]","('you', 'ISIS', 'gave')","('She you', 'give', 'ISIS')",[],[],[],[]
3559,And what happened is now ISIS is in 32 countries.,"[('ISIS', 'ORG'), ('32', 'CARDINAL')]","['ISIS', '32']","['what', 'ISIS', '32 countries']",[],[happened],"('ISIS', 'countries', 'is')","('what happened ISIS', 'be', 'countries')",[],[],[in],[]
3560,Now I listen to how she's going to get rid of ISIS.,"[('ISIS', 'ORG')]",['ISIS'],"['I', 'she', 'ISIS']",[],"[listen, going, rid]","('she', 'ISIS', 'listen')","('I she', 'listen', 'ISIS')",[],[],"[to, of]",[]
3561,She's going to get to rid of nobody.,[],[],"['She', 'nobody']",[],"[going, get, rid]","('She', 'nobody', 'going')","('She', 'go', 'nobody')",[],[],[of],[]
3562," 		  			 We're going to get to foreign hot spots in a few moments, but the next segment is fitness to be president of the United States.","[('the United States', 'GPE')]",['the United States'],"['We', 'foreign hot spots', 'a few moments', 'the next segment', 'fitness', 'president', 'the United States']",['United States'],"[going, get, is, be]","('next segment', 'United States', 'going')","('We segment', 'go foreign hot few next fitness president', 'spots moments States')","[foreign, hot, few, next]","['foreign hot spots', 'few moments', 'next segment']","[to, in, of]",['president of United States']
3563,"Mr. Trump, at the last debate, you said your talk about grabbing women was just that, talk, and that you'd never actually done it.","[('Trump', 'PERSON')]",['Trump'],"['Mr. Trump', 'the last debate', 'you', 'your talk', 'women', 'you', 'it']",['Mr. Trump'],"[said, grabbing, talk, done]","('you', 'it', 'said')","('Trump you talk you', 'last say that', 'debate women it')",[last],['last debate'],"[at, about]",['talk about']
3564,"And since then, as we all know, nine women have come forward and said that you either groped them or kissed them without their consent.","[('nine', 'CARDINAL')]",['nine'],"['we', 'nine women', 'you', 'them', 'them', 'their consent']",[],"[know, come, said, groped, kissed]","('you', 'consent', 'come')","('we women you', 'come', 'them them consent')",[],[],"[since, without]",[]
3565,"Why would so many different women from so many different circumstances over so many different years, why would they all in this last couple of weeks make up -- you deny this.","[('years', 'DATE'), ('this last couple of weeks', 'DATE')]","['years', 'this last couple of weeks']","['so many different women', 'so many different circumstances', 'so many different years', 'they', 'this last couple', 'weeks', 'you']",[],"[make, deny]","('you', 'this', 'deny')","('women they you', 'many different many different many different last deny', 'circumstances years couple weeks this')","[many, different, many, different, many, different, last]","['many different women', 'many different circumstances', 'many different years', 'last couple']","[from, over, in, of]","['many different women from many different circumstances', 'many different circumstances over many different years', 'last couple of weeks']"
3566,Why would they make up these stories?,[],[],"['they', 'these stories']",[],[make],"('they', 'stories', 'make')","('they', 'make', 'stories')",[],[],[],[]
3567,"And since this is a question for both of you, secretary Clinton, Mr. Trump says what your husband did and what you defended was even worse.","[('Clinton', 'PERSON'), ('Trump', 'PERSON')]","['Clinton', 'Trump']","['a question', 'you', 'secretary Clinton', 'Mr. Trump', 'what', 'your husband', 'what', 'you']","['secretary Clinton', 'Mr. Trump']","[is, says, did, defended, was]","('defended', 'what', 'says')","('this Trump husband you defended', 'question say', 'both you what what')",[],[],"[for, of]",['question for']
3568,"Mr. Trump, you go first.","[('Trump', 'PERSON'), ('first', 'ORDINAL')]","['Trump', 'first']",['you'],['Mr. Trump'],[go],"('you', '', 'go')","('you', 'go', '')",[],[],[],[]
3569, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
3570,"Well, first of all, those stories have been largely debunked.","[('first', 'ORDINAL')]",['first'],['those stories'],[],[debunked],"('all', 'stories', 'debunked')","('stories', 'debunk', 'all')",[],[],[of],[]
3571,"Those people, I don't know those people.",[],[],"['I', 'those people']",[],[know],"('I', 'people', 'know')","('I', 'know', 'people')",[],[],[],[]
3572,I have a feeling how they came.,[],[],"['I', 'a feeling', 'they']",[],"[have, came]","('they', 'feeling', 'have')","('I they', 'have', 'feeling')",[],[],[],[]
3573,I believe it was her campaign that did it just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence.,"[('today', 'DATE'), ('Chicago', 'GPE')]","['today', 'Chicago']","['I', 'it', 'her campaign', 'it', 'you', 'what', 'the clips', 'I', 'what', 'my rally', 'Chicago', 'other rallies', 'we', 'such violence']",[],"[believe, did, look, came, wondering, happened, had]","('we', 'such violence', 'believe')","('I it that you what I what we', 'believe campaign other such', 'it clips rally Chicago violence')","[other, such]",['such violence'],"[like, at, on, with, in]",['rally in Chicago']
